date,name,type,distance_km,moving_time,elapsed_time,avg_hr,max_hr,elevation_gain_m,elevation_loss_m,min_elevation_m,max_elevation_m,avg_pace_min_km,max_pace_min_km,avg_cadence,calories,training_load,aerobic_training_effect,anaerobic_training_effect,vo2max_estimate,activity_id,start_time
2024-11-24,Treadmill Running,treadmill,7.03,0:36:52,0:36:53,,,,,,,5:14,3:44,158,663.0,0.0,0.0,0.0,,17614786713,2024-11-24 20:25:00
2024-11-08,Copenhagen Running,outdoor,7.57,0:43:19,1:10:56,,,45.7,19.0,2.6,17.8,5:43,4:19,95,691.0,14.588043212890625,1.399999976158142,0.0,,17522085756,2024-11-08 06:49:40
2024-11-06,Treadmill Running,treadmill,1.85,0:11:18,0:13:42,,,,,,,6:05,2:34,130,172.0,0.0,0.0,0.0,,17522085594,2024-11-06 21:15:22
2024-10-18,Vordingborg Running,outdoor,136.9,17:56:45,20:45:06,,,1178.1,1169.0,-5.2,128.4,7:51,3:48,121,11503.0,322.61700439453125,5.0,0.0,,17331828953,2024-10-18 10:07:52
2024-10-13,Copenhagen Running,outdoor,21.15,2:08:00,2:11:40,122.0,138.0,113.5,115.6,-1.6,29.2,6:03,3:51,151,1952.0,84.74322509765625,3.299999952316284,0.0,,17294705754,2024-10-13 15:24:48
2024-10-08,Copenhagen Running,outdoor,8.22,0:43:07,0:43:09,,,20.4,17.1,3.2,16.4,5:14,3:23,164,761.0,19.837158203125,1.899999976158142,0.0,,17237293202,2024-10-08 21:36:55
2024-09-14,Copenhagen Running,outdoor,5.23,0:32:54,0:39:19,,,23.2,16.6,1.4,16.2,6:17,3:43,149,469.0,16.715789794921875,1.600000023841858,0.0,,17200311030,2024-09-14 22:37:52
2024-09-07,Copenhagen Running,outdoor,4.26,0:27:57,0:50:17,,,126.9,104.0,2.4,166.6,6:33,4:26,78,357.0,9.47491455078125,0.8999999761581421,0.0,,17200310780,2024-09-07 11:16:03
2024-08-30,Furesø Trail Running,outdoor,4.43,0:28:13,0:28:51,,,39.0,41.7,22.4,46.4,6:22,5:33,155,390.0,18.361038208007812,1.7999999523162842,0.0,,16937372633,2024-08-30 10:18:32
2024-08-04,Naxos Running,outdoor,22.22,2:12:09,2:18:29,158.0,182.0,85.1,96.2,-1.0,30.2,5:56,4:33,148,2067.0,229.74188232421875,4.599999904632568,0.4000000059604645,52.0,16866205255,2024-08-04 06:50:56
2024-08-02,Treadmill Running,treadmill,6.0,0:36:28,0:38:22,,,,,,,6:04,2:03,135,552.0,0.0,0.0,0.0,,16866205058,2024-08-02 16:49:18
2024-07-31,Athens Running,outdoor,9.41,0:56:28,1:00:17,,,47.9,50.4,85.2,117.0,5:59,4:04,142,859.0,28.103179931640625,2.0,0.0,,16866204796,2024-07-31 22:53:36
2024-07-25,Vordingborg Running,outdoor,5.19,0:32:07,0:32:11,,,36.7,44.9,12.2,35.0,6:11,5:18,155,469.0,20.80059814453125,1.600000023841858,0.0,,16866204525,2024-07-25 14:16:24
2024-07-25,Running,outdoor,,,0:00:03,,,,,28.0,28.2,,,,0.0,0.18389892578125,0.0,0.0,,16866204423,2024-07-25 14:12:36
2024-07-23,Vordingborg - Track/Road Reps,outdoor,6.51,0:41:13,0:42:37,148.0,184.0,49.7,47.5,24.0,35.0,6:19,2:17,139,607.0,227.81089782714844,3.0999999046325684,3.5999999046325684,52.0,16866204364,2024-07-23 20:29:45
2024-07-20,Copenhagen Running,outdoor,16.94,1:43:47,1:45:00,145.0,170.0,34.6,40.3,0.4,13.2,6:07,4:24,152,1434.0,124.021240234375,3.5,0.0,52.0,16866204257,2024-07-20 21:17:13
2024-07-18,Copenhagen Running,outdoor,10.9,0:59:13,1:00:03,162.0,178.0,34.2,44.0,-7.2,9.8,5:25,4:06,154,982.0,192.7455596923828,4.300000190734863,0.0,52.0,16493500050,2024-07-18 14:12:17
2024-07-16,Track/Road Reps,treadmill,7.0,0:38:05,0:46:45,157.0,185.0,,,,,5:26,1:14,130,734.0,201.92970275878906,3.799999952316284,2.700000047683716,,16435447669,2024-07-16 09:40:40
2024-07-14,Copenhagen Running,outdoor,16.21,1:29:11,1:30:01,168.0,185.0,56.5,63.9,5.4,19.6,5:30,4:10,154,1466.0,300.66387939453125,5.0,1.5,52.0,16407294442,2024-07-14 13:42:10
2024-07-11,Copenhagen Running,outdoor,8.74,0:58:29,1:00:01,149.0,161.0,13.1,13.1,4.2,12.2,6:41,5:20,147,795.0,71.02496337890625,3.0999999046325684,0.0,52.0,16352497240,2024-07-11 09:29:21
2024-07-09,Copenhagen - Track/Road Reps,outdoor,8.7,0:49:24,0:51:50,161.0,193.0,23.6,22.1,-0.4,4.8,5:40,2:19,138,823.0,295.9835205078125,4.300000190734863,3.9000000953674316,52.0,16335649003,2024-07-09 16:48:18
2024-07-07,Odense Running,outdoor,8.15,0:40:04,0:41:56,173.0,191.0,52.3,46.6,-6.2,6.6,4:55,3:04,153,763.0,283.8716125488281,5.0,2.5999999046325684,53.0,16283136345,2024-07-07 07:47:20
2024-07-04,Furesø Trail Running,outdoor,12.87,1:19:57,1:20:01,158.0,174.0,114.1,113.4,20.2,52.6,6:12,4:48,155,1213.0,147.5655517578125,4.099999904632568,0.0,53.0,16235985789,2024-07-04 09:51:27
2024-06-29,Vordingborg Running,outdoor,7.43,0:39:14,0:40:00,148.0,163.0,52.1,47.3,11.2,33.8,5:16,4:26,155,632.0,87.77166748046875,3.299999952316284,0.0,53.0,16191080511,2024-06-29 20:32:48
2024-06-26,Copenhagen Running,outdoor,10.22,0:59:12,1:00:00,,,70.9,75.4,6.2,31.4,5:47,2:37,150,982.0,28.717300415039062,2.200000047683716,0.0,,16124754790,2024-06-26 16:59:51
2024-06-20,Copenhagen Running,outdoor,5.03,0:25:22,0:25:23,,,25.4,10.4,-3.8,13.4,5:02,3:00,163,469.0,5.857696533203125,0.5,0.0,,16124750674,2024-06-20 17:59:57
2024-06-07,Running,outdoor,3.07,0:16:12,0:16:49,,,14.0,1.1,-4.8,10.6,5:17,4:44,158,293.0,1.2802734375,0.10000000149011612,0.0,,15786291345,2024-06-07 10:30:41
2024-05-21,Antibes Trail Running,outdoor,4.69,0:29:46,0:31:49,,,106.6,102.1,0.8,38.0,6:20,4:23,139,403.0,12.161483764648438,1.2000000476837158,0.0,,15613189602,2024-05-21 12:35:15
2024-05-19,Antibes Running,outdoor,6.7,0:40:40,0:41:21,,,29.6,18.9,1.2,17.4,6:04,4:38,155,615.0,19.547821044921875,1.899999976158142,0.0,,15470441246,2024-05-19 12:42:48
2024-05-16,Copenhagen Running,outdoor,4.61,0:22:56,0:23:06,,,19.2,11.8,0.2,13.8,4:58,4:08,159,425.0,11.042465209960938,1.100000023841858,0.0,,15428489522,2024-05-16 21:23:09
2024-05-13,Copenhagen Running,outdoor,7.6,0:41:15,0:41:35,,,11.9,25.0,-5.2,14.4,5:25,4:39,154,695.0,24.762039184570312,2.0999999046325684,0.0,,15379960599,2024-05-13 19:48:10
2024-05-05,Copenhagen Running,outdoor,42.85,3:44:43,3:46:39,,,74.7,74.2,2.2,15.2,5:14,3:57,161,4026.0,91.59919738769531,3.4000000953674316,0.0,,15236830616,2024-05-05 09:42:49
2024-05-01,Treadmill Running,treadmill,3.06,0:15:00,0:15:01,,,,,,,4:53,4:34,165,297.0,2.8024139404296875,0.20000000298023224,0.0,,15182485267,2024-05-01 18:45:58
2024-04-28,Copenhagen Running,outdoor,10.02,0:47:18,0:48:12,,,49.7,56.4,-0.6,13.2,4:43,3:50,160,935.0,19.682281494140625,1.899999976158142,0.0,,15117922914,2024-04-28 13:42:18
2024-04-25,Copenhagen Running,outdoor,5.01,0:26:00,0:26:22,,,8.2,10.5,13.0,18.8,5:11,4:27,155,456.0,13.762664794921875,1.2999999523162842,0.0,,15073510703,2024-04-25 18:30:47
2024-04-20,Copenhagen Running,outdoor,30.4,2:37:46,2:41:24,,,103.3,101.9,-6.4,18.4,5:11,3:59,158,2878.0,64.17231750488281,3.0,0.0,,14994461372,2024-04-20 16:14:02
2024-04-18,Copenhagen Running,outdoor,8.04,0:40:31,0:40:46,133.0,145.0,15.1,18.4,9.2,19.6,5:02,4:16,157,732.0,37.18486022949219,2.4000000953674316,0.0,,14965701121,2024-04-18 20:25:40
2024-04-13,Copenhagen Running,outdoor,22.0,1:52:36,1:54:31,,,143.5,143.3,0.4,33.4,5:07,2:35,157,2026.0,51.76580810546875,2.700000047683716,0.0,,14883498654,2024-04-13 18:14:31
2024-04-07,Copenhagen Running,outdoor,9.01,0:45:45,0:46:56,,,21.6,22.5,2.6,10.4,5:04,3:53,159,855.0,13.254562377929688,1.2999999523162842,0.0,,14785308614,2024-04-07 18:26:04
2024-03-31,Copenhagen Running,outdoor,15.01,1:14:17,1:14:55,,,75.9,79.6,2.6,28.6,4:57,2:53,161,1361.0,30.467117309570312,2.200000047683716,0.0,,14667963322,2024-03-31 14:11:23
2024-03-26,Copenhagen Running,outdoor,8.85,0:41:44,0:43:47,,,36.4,23.0,-5.2,12.0,4:42,3:50,154,837.0,14.7734375,1.399999976158142,0.0,,14589596058,2024-03-26 11:57:18
2024-03-07,Frederiksberg Running,outdoor,5.09,0:26:59,0:27:06,,,11.5,10.5,9.6,16.0,5:18,3:43,158,490.0,13.777984619140625,1.2999999523162842,0.0,,14291443891,2024-03-07 09:21:30
2024-03-03,Egedal Trail Running,outdoor,13.36,1:04:11,1:06:08,87.0,103.0,115.3,94.1,12.4,49.8,4:48,1:50,159,1370.0,23.873626708984375,2.0999999046325684,0.0,,14235349770,2024-03-03 16:01:31
2024-02-22,Copenhagen Running,outdoor,7.02,0:29:25,0:30:01,129.0,163.0,18.0,5.6,3.4,15.8,4:11,1:45,158,613.0,18.641036987304688,1.7999999523162842,0.0,,14084095082,2024-02-22 18:35:47
2024-02-11,Copenhagen Trail Running,outdoor,16.29,1:44:42,1:47:20,,,146.6,141.7,10.6,30.8,6:25,4:23,149,1519.0,61.95735168457031,3.0,0.0,,13914860462,2024-02-11 13:02:30
2024-02-02,Treadmill Running,treadmill,7.0,0:33:21,0:33:22,,,,,,,4:45,4:21,167,678.0,0.0,0.0,0.0,,13782858132,2024-02-02 15:14:28
2024-01-30,Copenhagen Running,outdoor,5.03,0:22:33,0:22:33,,,10.8,6.8,10.4,15.6,4:29,3:56,163,465.0,8.554367065429688,0.800000011920929,0.0,,13738015909,2024-01-30 18:30:30
2024-01-23,Copenhagen Running,outdoor,5.05,0:24:56,0:25:11,153.0,179.0,60.7,17.1,-21.2,12.4,4:56,4:16,160,426.0,103.56353759765625,3.5,0.0,,13632532062,2024-01-23 18:27:48
2024-01-19,Sharm El Sheikh Trail Running,outdoor,4.0,0:25:13,0:25:18,,,18.9,10.4,0.2,11.6,6:18,5:21,160,381.0,15.66790771484375,1.5,0.0,,13624642363,2024-01-19 13:15:11
2024-01-16,Sharm El Sheikh Trail Running,outdoor,3.13,0:20:01,0:20:18,,,15.6,15.6,8.0,15.4,6:23,4:55,156,300.0,13.005279541015625,1.2999999523162842,0.0,,13624641148,2024-01-16 10:57:15
2024-01-10,Frederiksberg Running,outdoor,5.08,0:29:38,0:29:38,151.0,171.0,83.6,55.8,-17.0,29.2,5:50,3:33,158,468.0,86.14677429199219,3.299999952316284,0.0,,13624671049,2024-01-10 16:20:14
2024-01-07,Copenhagen Running,outdoor,5.0,0:28:16,0:28:17,144.0,153.0,22.2,22.8,5.8,15.8,5:39,3:51,164,421.0,61.53785705566406,3.0,0.0,,13624668482,2024-01-07 22:42:31
2024-01-04,Frederiksberg Running,outdoor,5.73,0:31:02,0:31:21,139.0,157.0,41.6,19.9,-19.6,7.6,5:25,3:55,158,516.0,45.05006408691406,2.5999999046325684,0.0,,13624666039,2024-01-04 20:02:29
2024-01-01,Running,outdoor,2.62,0:14:40,0:14:47,147.0,159.0,21.7,4.8,-2.2,14.8,5:36,4:24,162,232.0,46.09165954589844,2.5999999046325684,0.0,,13624654952,2024-01-01 19:50:33
2023-12-03,København Løb,outdoor,5.01,0:26:52,0:27:06,,,16.4,7.2,5.4,21.0,5:21,3:06,157,492.0,12.984283447265625,1.2999999523162842,0.0,,12970536184,2023-12-03 18:42:54
2023-11-01,Aalborg Løb,outdoor,6.69,0:48:56,0:52:21,,,16.6,12.6,-0.8,10.2,7:18,4:47,130,576.0,16.603759765625,1.600000023841858,0.0,,12558366121,2023-11-01 08:05:41
2023-10-31,Løbebånd,treadmill,4.06,0:36:12,0:37:01,,,,,,,8:54,7:38,114,251.0,0.0,0.0,0.0,,12558362605,2023-10-31 15:56:53
2023-10-11,Aalborg Løb,outdoor,5.64,0:30:25,0:30:25,,,28.2,25.5,-2.6,4.4,5:23,4:33,159,539.0,14.501373291015625,1.399999976158142,0.0,,12265668024,2023-10-11 06:32:03
2023-10-03,København Løb,outdoor,5.05,0:24:18,0:24:51,,,38.3,30.1,3.2,31.4,4:48,3:28,157,472.0,15.625396728515625,1.5,0.0,,12164446851,2023-10-03 20:15:34
2023-09-30,København Løb,outdoor,10.1,0:57:59,0:58:34,145.0,171.0,56.6,61.1,5.2,21.2,5:44,3:59,156,941.0,33.36643981933594,2.299999952316284,0.0,,12138920588,2023-09-30 12:50:15
2023-09-28,Aalborg Løb,outdoor,6.72,0:39:38,0:41:41,,,13.8,10.4,-1.0,5.0,5:53,4:42,148,633.0,20.024505615234375,2.0,0.0,,12129896114,2023-09-28 06:45:10
2023-09-26,Aalborg Løb,outdoor,5.6,0:34:58,0:41:49,,,16.6,12.4,-1.2,8.6,6:14,2:04,130,487.0,12.350570678710938,1.2000000476837158,0.0,,12120202363,2023-09-26 17:17:13
2023-09-23,Løb,outdoor,10.42,0:50:03,0:50:34,,,32.3,27.7,-27.8,-10.6,4:48,3:26,161,1008.0,1.49774169921875,0.10000000149011612,0.0,,12120201117,2023-09-23 12:23:21
2023-09-18,Aalborg Løb,outdoor,7.4,0:36:51,0:37:59,,,16.6,6.8,-3.0,7.2,4:58,2:27,154,697.0,16.749298095703125,1.600000023841858,0.0,,12120199479,2023-09-18 20:52:40
2023-09-10,København Løb,outdoor,8.88,0:48:32,0:50:06,,,23.9,15.6,7.4,22.6,5:27,3:55,153,816.0,23.550140380859375,2.0,0.0,,11989615729,2023-09-10 11:02:30
2023-08-30,København Løb,outdoor,4.2,0:21:20,0:21:45,,,8.9,15.6,4.8,15.2,5:04,4:12,152,391.0,10.535919189453125,1.0,0.0,,11910123307,2023-08-30 21:47:12
2023-08-24,Løb,outdoor,3.54,0:20:53,0:21:11,,,20.4,7.2,21.8,38.6,5:54,4:10,157,340.0,0.09393310546875,0.0,0.0,,11900858753,2023-08-24 21:00:03
2023-08-22,København Løb,outdoor,5.32,0:31:04,0:31:15,,,13.7,17.5,9.4,17.0,5:50,4:36,157,497.0,20.143798828125,2.0,0.0,,11900857164,2023-08-22 20:35:47
2023-08-19,Skanderborg Løb terræn,outdoor,20.05,3:01:21,3:27:56,164.0,191.0,1153.2,1150.8,29.4,158.8,9:02,3:05,107,2982.0,386.08331298828125,5.0,2.0999999046325684,,11900854998,2023-08-19 10:33:11
2023-08-17,Løbebånd,treadmill,2.54,0:11:53,0:12:00,147.0,157.0,,,,,4:41,4:27,165,192.0,41.65391540527344,2.5,0.0,,11817522214,2023-08-17 19:12:09
2023-08-14,København Løb,outdoor,4.0,0:29:24,0:30:26,129.0,140.0,9.2,10.5,13.4,22.8,7:20,5:39,138,338.0,22.454330444335938,2.0,0.0,,11796174793,2023-08-14 18:03:16
2023-08-09,København Løb,outdoor,5.08,0:24:28,0:28:48,142.0,161.0,15.3,21.9,5.0,15.8,4:49,3:51,136,443.0,86.44174194335938,3.299999952316284,0.0,,11748283638,2023-08-09 13:29:44
2023-08-01,København Løb,outdoor,5.11,0:26:41,0:27:14,151.0,165.0,15.1,16.6,6.8,12.4,5:13,4:15,156,436.0,79.65092468261719,3.200000047683716,0.0,,11695333394,2023-08-01 16:21:41
2023-07-30,København Løb,outdoor,10.65,0:53:04,0:53:18,152.0,166.0,68.1,71.9,9.2,32.8,4:59,2:30,158,877.0,149.03970336914062,4.099999904632568,0.0,53.0,11678367631,2023-07-30 21:01:15
2023-07-24,Løbebånd,treadmill,2.11,0:12:00,0:12:00,157.0,174.0,,,,,5:42,4:33,160,200.0,53.35621643066406,2.799999952316284,0.0,,11639415722,2023-07-24 21:20:37
2023-07-16,Vordingborg Løb terræn,outdoor,6.03,0:34:31,0:34:52,146.0,159.0,63.8,58.0,14.0,35.8,5:43,4:52,155,518.0,69.22395324707031,3.0999999046325684,0.0,53.0,11595067652,2023-07-16 14:08:21
2023-07-13,Løbebånd,treadmill,1.63,0:14:58,0:15:01,65.0,86.0,,,,,9:10,8:23,109,32.0,0.320159912109375,0.0,0.0,,11553464351,2023-07-13 19:30:13
2023-07-12,Løbebånd,treadmill,2.45,0:12:01,0:12:02,134.0,156.0,,,,,4:54,4:13,163,166.0,29.099624633789062,2.200000047683716,0.0,,11553461559,2023-07-12 19:33:06
2023-07-07,Løbebånd,treadmill,4.35,0:25:03,0:25:22,,,,,,,5:45,4:35,154,408.0,0.0,0.0,0.0,,11510089901,2023-07-07 22:28:20
2023-06-20,Løb terræn,outdoor,7.16,0:42:58,0:49:05,,,194.2,128.9,1456.0,1645.6,6:00,4:16,132,643.0,22.0587158203125,2.0,0.0,,11384165521,2023-06-20 13:29:37
2023-06-03,København Løb,outdoor,4.5,0:22:22,0:22:31,,,17.9,12.1,7.6,18.4,4:58,3:34,167,453.0,14.279388427734375,1.399999976158142,0.0,,11259876083,2023-06-03 11:53:10
2023-05-28,København Løb,outdoor,3.64,0:17:36,0:17:45,,,8.7,3.7,26.8,34.4,4:50,4:19,165,336.0,8.695846557617188,0.800000011920929,0.0,,11259874503,2023-05-28 18:31:39
2023-05-22,Løb,outdoor,5.01,0:26:15,0:27:23,,,18.0,9.1,31.0,40.8,5:14,4:13,156,478.0,5.4451751708984375,0.5,0.0,,11177063031,2023-05-22 18:00:17
2023-04-19,København Løb,outdoor,3.61,0:17:51,0:17:51,,,12.4,9.6,12.8,22.8,4:56,4:04,159,337.0,10.058502197265625,1.0,0.0,,10938844900,2023-04-19 18:31:06
2023-04-17,Løbebånd,treadmill,0.76,0:04:37,0:12:00,112.0,133.0,,,,,6:02,4:42,157,68.0,5.738372802734375,0.5,0.0,,10924195086,2023-04-17 18:08:38
2023-04-10,Gribskov Løb terræn,outdoor,19.53,2:02:58,2:17:41,72.0,73.0,354.3,348.2,-184.8,-121.8,6:17,3:04,153,1799.0,30.954299926757812,2.200000047683716,0.0,,10873710157,2023-04-10 10:20:36
2023-03-24,Frederiksberg Løb,outdoor,8.29,0:50:10,0:51:11,160.0,179.0,126.3,145.2,-5.8,35.4,6:02,2:55,154,768.0,100.45960998535156,3.5,0.0,,10873705287,2023-03-24 09:12:02
2023-03-21,Løbebånd,treadmill,2.39,0:12:05,0:12:06,175.0,184.0,,,,,5:03,4:31,161,230.0,78.11341857910156,3.200000047683716,0.0,,10873701076,2023-03-21 14:51:28
2023-02-18,København Løb terræn,outdoor,10.76,1:04:09,1:05:38,151.0,179.0,68.9,61.3,15.2,36.0,5:57,4:06,155,974.0,113.85372924804688,3.700000047683716,0.0,53.0,10534570889,2023-02-18 11:29:29
2023-02-06,København Løb,outdoor,6.13,0:29:08,0:29:08,118.0,169.0,25.1,15.3,14.2,29.0,4:45,3:36,161,548.0,60.73591613769531,3.0,0.0,,10458009509,2023-02-06 20:16:51
2023-01-16,Rudersdal Løb terræn,outdoor,12.54,1:19:23,1:57:25,151.0,191.0,198.8,173.1,1.8,42.6,6:19,2:57,91,1528.0,209.8661346435547,4.400000095367432,2.5,53.0,10324427335,2023-01-16 19:12:24
2023-01-15,Frederiksberg Løb,outdoor,5.18,0:31:01,0:31:08,144.0,162.0,79.5,64.6,342.6,378.4,5:59,3:47,158,461.0,68.54536437988281,3.0999999046325684,0.0,53.0,10312004382,2023-01-15 10:48:34
2023-01-13,Løbebånd,treadmill,3.17,0:19:44,0:20:00,152.0,186.0,,,,,6:13,4:16,139,308.0,83.07145690917969,3.0999999046325684,1.399999976158142,,10303374155,2023-01-13 19:53:02
2023-01-07,Estepona Løb,outdoor,4.03,0:25:44,0:25:45,151.0,165.0,46.6,44.4,6.6,25.0,6:22,5:26,159,375.0,51.90997314453125,2.799999952316284,0.0,53.0,10259990210,2023-01-07 11:26:08
2023-01-04,Løbebånd,treadmill,4.24,0:23:04,0:23:11,145.0,180.0,,,,,5:26,4:31,152,343.0,78.52313232421875,3.200000047683716,0.20000000298023224,,10244518517,2023-01-04 20:23:53
2023-01-02,Frederiksberg Løb,outdoor,4.62,0:23:28,0:23:44,169.0,183.0,19.5,13.1,9.0,26.6,5:04,4:15,162,408.0,100.23362731933594,3.5,0.0,53.0,10226986457,2023-01-02 09:47:55
2022-12-30,Furesø Løb terræn,outdoor,11.09,1:10:31,1:10:40,170.0,184.0,85.5,84.4,17.4,35.0,6:21,4:44,156,1128.0,170.01724243164062,4.400000095367432,0.0,53.0,10210370900,2022-12-30 10:24:08
2022-12-08,Løbebånd,treadmill,3.52,0:18:00,0:18:00,155.0,182.0,,,,,5:06,4:27,158,300.0,74.34234619140625,3.0999999046325684,0.20000000298023224,,10143158951,2022-12-08 17:52:32
2022-11-30,København Løb,outdoor,6.0,0:33:22,0:33:22,155.0,170.0,28.0,20.4,14.8,28.4,5:33,4:29,155,525.0,82.77777099609375,3.299999952316284,0.0,,10063453817,2022-11-30 19:15:21
2022-11-06,København Løb,outdoor,6.91,0:34:28,0:34:36,167.0,189.0,73.4,68.4,14.4,43.4,4:59,2:42,158,613.0,164.62051391601562,4.099999904632568,1.399999976158142,54.0,9929196974,2022-11-06 16:07:27
2022-11-04,København Løb,outdoor,3.09,0:16:27,0:16:54,145.0,158.0,9.4,4.9,14.2,21.4,5:19,4:37,158,265.0,51.349334716796875,2.700000047683716,0.0,,9914304924,2022-11-04 07:27:01
2022-10-09,Furesø Løb terræn,outdoor,22.02,2:25:58,2:30:27,164.0,191.0,264.9,264.6,19.6,44.8,6:37,4:26,147,2193.0,254.49240112304688,5.0,0.0,,9758614846,2022-10-09 13:13:59
2022-09-27,Løbebånd,treadmill,2.68,0:14:36,0:15:00,186.0,202.0,,,,,5:26,4:27,157,317.0,179.80226135253906,4.199999809265137,2.0,,9686612556,2022-09-27 18:57:02
2022-09-24,Furesø Løb terræn,outdoor,12.02,1:17:29,1:20:22,164.0,185.0,176.3,183.2,15.8,44.2,6:26,4:35,148,1263.0,177.5392303466797,4.400000095367432,0.30000001192092896,53.0,9686612406,2022-09-24 18:49:50
2022-09-13,Løbebånd,treadmill,3.09,0:18:19,0:18:51,174.0,199.0,,,,,5:55,4:28,152,341.0,137.866943359375,3.5999999046325684,2.0,,9599158283,2022-09-13 17:56:13
2022-09-03,København Løb,outdoor,6.38,,0:36:14,161.0,176.0,69.2,61.4,3.6,35.2,,3:57,156,573.0,92.6326904296875,3.299999952316284,0.0,54.0,9561888632,2022-09-03 14:27:46
2022-08-20,Skanderborg Løb terræn,outdoor,22.53,3:14:52,3:37:06,172.0,204.0,1320.2,1316.6,32.0,166.0,8:39,3:05,113,3481.0,576.6121215820312,5.0,3.200000047683716,,9440994386,2022-08-20 11:00:20
2022-08-14,Furesø Løb terræn,outdoor,10.32,1:08:24,1:08:29,136.0,151.0,85.6,87.5,20.0,36.0,6:37,2:20,154,855.0,64.35899353027344,3.0,0.0,54.0,9404246644,2022-08-14 19:51:36
2022-08-08,Løbebånd,treadmill,2.09,0:14:53,0:20:28,165.0,184.0,,,,,7:06,1:36,111,353.0,100.0042724609375,3.299999952316284,0.699999988079071,,9363375356,2022-08-08 18:56:07
2022-08-03,Furesø Løb terræn,outdoor,3.24,0:23:03,0:24:11,156.0,172.0,62.1,59.7,23.8,36.6,7:06,3:00,146,368.0,69.24189758300781,3.0,0.10000000149011612,,9331412857,2022-08-03 19:36:29
2022-08-03,København Løb,outdoor,4.36,0:29:53,0:35:21,143.0,158.0,17.0,20.2,10.0,18.4,6:51,5:17,125,456.0,41.332855224609375,2.4000000953674316,0.0,,9329505972,2022-08-03 14:22:58
2022-08-01,København Løb,outdoor,6.18,0:35:37,0:35:39,172.0,194.0,81.9,76.3,8.8,31.8,5:45,2:36,147,628.0,193.79278564453125,4.199999809265137,2.4000000953674316,54.0,9316661930,2022-08-01 16:50:28
2022-07-28,København Løb,outdoor,5.17,0:37:03,0:37:51,124.0,140.0,17.7,15.2,7.8,14.8,7:09,2:08,144,419.0,27.190811157226562,2.0999999046325684,0.10000000149011612,,9292899304,2022-07-28 20:18:20
2022-07-25,København Løb,outdoor,3.53,0:17:50,0:17:50,147.0,164.0,13.7,8.0,14.4,21.6,5:03,4:31,160,293.0,61.71160888671875,3.0,0.0,,9268777089,2022-07-25 06:43:35
2022-07-23,Vordingborg Løb terræn,outdoor,5.25,0:33:14,0:33:30,146.0,171.0,45.2,43.2,19.8,29.4,6:19,4:38,152,456.0,54.24427795410156,2.799999952316284,0.0,54.0,9259436030,2022-07-23 17:12:17
2022-07-20,København Løb,outdoor,5.32,0:38:28,0:39:13,136.0,158.0,29.2,29.2,9.8,17.0,7:14,5:25,143,462.0,33.886016845703125,2.299999952316284,0.10000000149011612,,9240121480,2022-07-20 15:21:00
2022-07-12,Furesø Løb terræn,outdoor,10.28,1:08:12,1:08:37,164.0,188.0,194.5,182.9,23.2,47.6,6:37,4:38,151,1073.0,172.1981201171875,4.300000190734863,0.800000011920929,54.0,9190417581,2022-07-12 17:47:27
2022-07-09,Assens Løb,outdoor,5.26,0:26:32,0:26:40,168.0,187.0,30.9,63.2,1.0,12.2,5:02,4:31,160,455.0,125.10874938964844,3.799999952316284,0.0,53.0,9168133348,2022-07-09 08:36:39
2022-07-04,Løb,outdoor,6.01,0:35:49,0:35:59,173.0,187.0,105.8,109.8,1358.4,1462.0,5:57,4:47,148,623.0,132.7551727294922,3.9000000953674316,0.0,52.0,9138218489,2022-07-04 15:11:29
2022-06-06,København Løb,outdoor,5.44,0:34:58,0:36:31,140.0,162.0,85.2,84.0,10.6,34.4,6:25,4:34,142,495.0,47.11036682128906,2.5999999046325684,0.0,55.0,8997886038,2022-06-06 19:52:00
2022-06-04,Furesø Løb terræn,outdoor,9.22,0:59:31,0:59:59,165.0,189.0,198.9,191.2,23.6,47.0,6:27,3:38,150,997.0,195.14187622070312,4.599999904632568,0.8999999761581421,55.0,8997885935,2022-06-04 09:37:34
2022-05-23,Furesø Løb terræn,outdoor,8.24,1:00:26,1:04:03,156.0,180.0,185.4,180.5,22.8,43.2,7:20,3:03,134,940.0,119.35447692871094,3.5999999046325684,0.699999988079071,,8880302060,2022-05-23 20:17:37
2022-05-21,Odsherred Løb,outdoor,5.0,0:27:54,0:27:55,145.0,162.0,46.2,50.6,0.8,37.2,5:34,4:50,157,433.0,63.83613586425781,3.0,0.0,55.0,8862725274,2022-05-21 06:50:50
2022-05-12,Løbebånd,treadmill,1.38,0:15:10,0:15:22,132.0,139.0,,,,,10:58,9:24,113,208.0,20.25189208984375,2.0,0.0,,8810814735,2022-05-12 19:55:12
2022-04-25,Furesø Løb terræn,outdoor,10.96,1:09:05,1:09:20,161.0,182.0,76.5,75.3,20.2,35.4,6:18,4:47,154,1111.0,145.03610229492188,4.099999904632568,0.0,,8705613273,2022-04-25 20:07:21
2022-04-07,Løbebånd,treadmill,4.89,0:23:19,0:23:20,180.0,195.0,,,,,4:46,4:32,166,485.0,228.24264526367188,4.5,2.0,,8597441618,2022-04-07 18:06:53
2022-04-04,København Løb,outdoor,3.44,0:17:09,0:20:31,148.0,179.0,15.3,18.9,9.8,17.6,4:59,4:19,137,342.0,65.71928405761719,3.0,0.0,,8577909914,2022-04-04 08:33:15
