date,name,type,distance_km,moving_time,elapsed_time,avg_hr,max_hr,elevation_gain_m,elevation_loss_m,min_elevation_m,max_elevation_m,avg_pace_min_km,max_pace_min_km,avg_cadence,calories,training_load,aerobic_training_effect,anaerobic_training_effect,vo2max_estimate,activity_id,start_time
2022-03-30,København Løb,outdoor,3.35,0:26:43,0:27:38,131.0,156.0,22.6,14.5,8.0,27.0,7:58,5:29,143,307.0,19.75970458984375,1.899999976158142,0.0,,8553831416,2022-03-30 19:39:40
2022-03-25,København Løb,outdoor,5.16,0:29:24,0:31:22,149.0,175.0,16.0,23.8,-4.2,12.2,5:41,4:38,145,496.0,71.5899658203125,3.0,0.10000000149011612,56.0,8520124744,2022-03-25 08:13:10
2022-03-22,København Løb,outdoor,5.34,0:27:40,0:28:37,165.0,182.0,16.5,21.8,2.6,14.0,5:10,4:20,153,492.0,93.88742065429688,3.4000000953674316,0.0,56.0,8502620852,2022-03-22 11:36:08
2022-03-18,Furesø Løb terræn,outdoor,10.08,1:03:11,1:04:00,154.0,181.0,227.1,213.9,17.8,40.0,6:16,4:44,154,969.0,102.41932678222656,3.299999952316284,0.0,56.0,8481599190,2022-03-18 20:16:25
2022-03-14,Løbebånd,treadmill,7.05,0:46:25,0:46:56,179.0,191.0,,,,,6:35,4:31,159,924.0,344.48309326171875,5.0,0.699999988079071,,8469392955,2022-03-14 19:12:17
2022-03-09,Furesø Løb terræn,outdoor,1.77,0:11:22,0:12:04,134.0,146.0,15.4,14.8,28.2,36.0,6:24,5:28,149,156.0,18.963272094726562,1.7000000476837158,0.0,,8430644363,2022-03-09 20:06:56
2022-03-08,Løbebånd,treadmill,3.66,0:19:46,0:20:07,163.0,186.0,,,,,5:24,4:33,152,341.0,114.29713439941406,3.5,1.100000023841858,,8421189902,2022-03-08 16:39:45
2022-03-04,København Løb,outdoor,4.16,0:19:57,0:22:05,156.0,183.0,11.7,14.6,4.0,13.4,4:47,4:05,146,371.0,91.49774169921875,3.299999952316284,0.4000000059604645,56.0,8402514627,2022-03-04 08:51:31
2022-02-28,København Løb,outdoor,12.22,1:09:30,1:10:45,162.0,186.0,144.8,143.3,7.4,34.0,5:41,3:49,155,1099.0,142.78659057617188,3.9000000953674316,0.6000000238418579,56.0,8380534683,2022-02-28 13:11:09
2022-02-20,Furesø Løb terræn,outdoor,12.0,1:13:18,1:14:14,164.0,188.0,122.4,128.0,19.2,46.8,6:06,4:09,156,1144.0,170.1313934326172,4.400000095367432,0.0,56.0,8326655891,2022-02-20 08:19:29
2022-02-18,København Løb,outdoor,5.62,0:27:05,0:27:54,176.0,199.0,43.5,33.4,0.6,17.0,4:49,3:58,153,491.0,140.87103271484375,3.799999952316284,1.2000000476837158,,8318646273,2022-02-18 18:43:20
2022-02-02,København Løb,outdoor,11.84,1:06:35,1:07:41,152.0,181.0,132.2,131.8,7.2,33.8,5:37,4:13,156,1011.0,121.48872375488281,3.700000047683716,0.0,56.0,8227571176,2022-02-02 19:50:10
2022-01-31,København Løb,outdoor,7.01,0:35:26,0:35:36,169.0,184.0,43.4,42.9,8.2,35.0,5:03,4:16,159,598.0,117.21017456054688,3.700000047683716,0.0,,8213139427,2022-01-31 11:54:43
2022-01-20,København Løb,outdoor,12.71,1:17:49,1:19:20,166.0,192.0,73.6,46.2,-25.8,2.4,6:07,4:39,154,1224.0,164.10401916503906,4.300000190734863,0.0,,8153311913,2022-01-20 20:11:39
2022-01-15,Furesø Løb terræn,outdoor,12.88,1:24:48,1:27:10,160.0,181.0,276.5,271.5,19.6,54.4,6:35,3:53,149,1275.0,137.46109008789062,3.9000000953674316,0.10000000149011612,,8122206081,2022-01-15 13:37:06
2021-12-31,København Løb,outdoor,4.05,0:19:31,0:20:25,165.0,185.0,18.8,14.1,10.0,22.4,4:48,3:41,156,355.0,90.04072570800781,3.299999952316284,0.0,,8038184744,2021-12-31 16:31:34
2021-12-25,København Løb,outdoor,5.16,0:26:34,0:26:39,147.0,168.0,25.2,17.7,3.0,18.0,5:09,3:27,160,427.0,82.33570861816406,3.200000047683716,0.0,56.0,8008132041,2021-12-25 16:38:40
2021-12-13,København Løb,outdoor,4.02,0:19:59,0:20:28,144.0,164.0,13.7,12.9,8.6,16.6,4:58,4:04,158,335.0,71.85331726074219,3.0999999046325684,0.0,56.0,7953140906,2021-12-13 08:27:04
2021-12-03,København Løb,outdoor,8.36,0:39:14,0:43:38,171.0,199.0,39.7,31.1,2.8,15.4,4:41,3:26,144,776.0,184.38125610351562,4.199999809265137,2.0999999046325684,,7909223020,2021-12-03 17:00:44
2021-11-26,København Løb,outdoor,10.44,1:01:00,1:01:58,165.0,184.0,93.8,96.3,4.4,28.4,5:50,4:01,156,968.0,136.8463592529297,4.0,0.0,,7878256518,2021-11-26 19:56:58
2021-11-25,Løbebånd,treadmill,2.54,0:12:00,0:12:01,181.0,191.0,,,,,4:43,3:23,165,238.0,120.24699401855469,3.4000000953674316,1.600000023841858,,7873227974,2021-11-25 19:17:42
2021-11-21,København Løb,outdoor,2.56,0:13:26,0:13:31,167.0,187.0,10.5,8.6,7.4,13.0,5:15,4:35,160,220.0,46.55931091308594,2.5999999046325684,0.0,,7853974074,2021-11-21 18:15:00
2021-11-21,København Løb,outdoor,3.31,0:16:52,0:16:54,145.0,163.0,11.3,4.0,8.0,16.0,5:06,4:10,160,280.0,70.46957397460938,3.0,0.0,56.0,7853892592,2021-11-21 17:02:28
2021-11-16,Løbebånd,treadmill,5.69,0:33:27,0:36:42,164.0,200.0,,,,,5:52,4:36,134,551.0,301.6184997558594,4.900000095367432,3.4000000953674316,,7828148736,2021-11-16 16:35:58
2021-11-08,København Løb,outdoor,4.43,0:21:22,0:21:45,153.0,183.0,9.8,7.1,8.8,15.2,4:49,4:01,157,361.0,78.97091674804688,3.200000047683716,0.0,,7788080673,2021-11-08 18:51:48
2021-10-19,København Løb,outdoor,4.37,0:22:01,0:22:01,150.0,173.0,15.5,7.4,-0.6,8.6,5:02,3:58,161,367.0,79.19793701171875,3.200000047683716,0.0,,7680986726,2021-10-19 07:31:51
2021-10-12,København Løb,outdoor,9.39,0:51:52,0:52:06,164.0,181.0,86.4,89.1,3.8,30.2,5:31,4:33,158,828.0,126.17924499511719,3.799999952316284,0.0,,7647133477,2021-10-12 20:01:32
2021-10-06,København Løb,outdoor,6.55,0:31:07,0:31:09,158.0,184.0,41.7,42.3,6.8,31.2,4:45,3:49,161,531.0,119.23307800292969,3.5,0.0,56.0,7617865300,2021-10-06 15:39:43
2021-10-02,Furesø Løb terræn,outdoor,11.55,1:05:16,1:07:03,168.0,188.0,110.0,112.4,21.4,46.6,5:39,2:43,155,1123.0,240.4510955810547,4.800000190734863,1.7999999523162842,56.0,7588756947,2021-10-02 10:00:14
2021-09-19,København Løb,outdoor,2.54,0:12:49,0:13:00,147.0,167.0,10.0,9.6,8.8,15.0,5:02,4:13,156,208.0,43.205780029296875,2.5,0.0,,7536108330,2021-09-19 08:45:26
2021-09-12,Vordingborg Løb terræn,outdoor,20.75,,2:24:20,177.0,194.0,749.9,760.3,-2.0,143.2,,3:26,141,2613.0,597.1294555664062,5.0,3.0999999046325684,56.0,7473981293,2021-09-12 10:00:01
2021-09-01,København Løb,outdoor,10.05,0:46:51,0:46:52,153.0,192.0,16.9,14.8,6.8,14.0,4:39,3:40,163,733.0,168.52674865722656,3.5,2.5999999046325684,56.0,7409461055,2021-09-01 19:14:15
2021-08-14,Kalundborg Løb terræn,outdoor,31.3,3:39:53,3:51:13,167.0,191.0,898.2,889.0,-7.6,59.8,7:01,3:22,138,3757.0,655.1144409179688,5.0,3.5999999046325684,56.0,7302815676,2021-08-14 10:00:34
2021-08-12,København LÃ¸b,outdoor,4.06,0:19:38,0:20:38,149.0,172.0,5.8,11.3,3.0,10.2,4:49,4:12,152,320.0,76.5018310546875,2.9000000953674316,0.800000011920929,56.0,7289610346,2021-08-12 07:38:16
2021-07-31,København Løb,outdoor,9.75,0:57:03,0:58:55,158.0,191.0,82.7,85.8,7.6,33.2,5:50,2:54,151,968.0,228.52569580078125,4.599999904632568,2.0999999046325684,55.0,7223258601,2021-07-31 20:33:26
2021-07-22,København Løb,outdoor,8.1,0:47:50,0:49:22,155.0,182.0,7.1,10.4,4.4,9.4,5:54,4:19,146,772.0,152.68710327148438,3.9000000953674316,0.800000011920929,56.0,7172128569,2021-07-22 20:56:02
2021-07-21,Løbebånd,treadmill,2.03,0:22:33,0:25:27,159.0,170.0,,,,,11:07,10:05,104,424.0,98.33656311035156,3.4000000953674316,0.0,,7166212374,2021-07-21 21:42:18
2021-07-19,Løbebånd,treadmill,2.26,0:26:39,0:28:08,145.0,159.0,,,,,11:46,9:10,101,396.0,72.02018737792969,3.0,0.0,,7152456020,2021-07-19 16:11:09
2021-07-14,Furesø Løb terræn,outdoor,11.74,1:18:30,1:18:41,173.0,190.0,135.2,134.8,22.4,47.6,6:41,3:03,150,1412.0,417.93212890625,5.0,1.5,,7126025002,2021-07-14 19:48:00
2021-07-11,København Løb,outdoor,5.34,0:25:19,0:25:24,173.0,184.0,19.4,19.3,6.8,14.4,4:44,4:09,159,452.0,161.3229522705078,4.0,0.4000000059604645,55.0,7109345579,2021-07-11 19:41:17
2021-06-25,Løb,outdoor,6.29,0:36:11,0:38:10,161.0,176.0,761.4,3.5,1361.0,2151.8,5:45,4:36,148,647.0,157.7561798095703,3.799999952316284,0.699999988079071,53.0,7016705790,2021-06-25 09:13:05
2021-06-20,København Løb,outdoor,5.26,0:26:08,0:26:08,165.0,185.0,15.2,14.9,7.6,13.2,4:58,4:12,162,459.0,142.25489807128906,3.5,1.600000023841858,56.0,6993382365,2021-06-20 22:15:14
2021-06-17,Gladsaxe Løb terræn,outdoor,11.74,1:16:19,1:18:59,149.0,172.0,61.5,61.5,18.0,37.8,6:30,4:33,148,1131.0,122.22660827636719,3.5,0.10000000149011612,56.0,6976488834,2021-06-17 20:39:34
2021-06-14,København Løb,outdoor,9.43,1:00:00,1:00:29,165.0,188.0,133.6,132.6,8.8,33.8,6:21,2:58,153,1049.0,265.5308837890625,4.599999904632568,2.299999952316284,56.0,6956928446,2021-06-14 15:14:41
2021-06-09,København Løb,outdoor,7.01,0:35:41,0:36:25,173.0,196.0,42.7,41.2,11.4,36.0,5:05,4:00,153,689.0,333.6582336425781,4.900000095367432,3.299999952316284,56.0,6928455661,2021-06-09 16:50:05
2021-06-04,Løbebånd,treadmill,3.63,0:32:05,0:34:50,151.0,166.0,,,,,8:50,8:07,107,518.0,108.46052551269531,3.299999952316284,0.0,,6898996661,2021-06-04 18:00:53
2021-06-02,København Løb,outdoor,6.94,0:38:17,0:38:36,164.0,184.0,65.6,65.8,8.4,32.0,5:31,4:13,153,676.0,183.45700073242188,4.0,1.2999999523162842,56.0,6885835203,2021-06-02 13:34:51
2021-05-31,Løbebånd,treadmill,4.09,0:41:18,0:47:36,146.0,161.0,,,,,10:05,9:15,99,663.0,98.97306823730469,3.200000047683716,0.10000000149011612,,6876393558,2021-05-31 21:09:45
2021-05-30,København Løb,outdoor,6.99,0:39:10,0:39:13,156.0,169.0,19.3,19.2,7.8,13.4,5:36,4:15,156,649.0,125.25550842285156,3.5,0.0,56.0,6870859607,2021-05-30 21:34:52
2021-05-19,København Løb,outdoor,6.59,0:32:28,0:32:53,167.0,190.0,37.6,37.3,8.4,32.2,4:55,2:49,159,590.0,205.02076721191406,4.300000190734863,2.200000047683716,56.0,6806883039,2021-05-19 17:24:52
2021-05-17,København Løb,outdoor,0.26,0:01:11,0:01:14,141.0,158.0,1.4,,-3.6,-1.6,4:28,4:05,161,17.0,4.4739990234375,0.30000001192092896,0.0,,6795664392,2021-05-17 18:20:50
2021-05-12,Furesø Løb terræn,outdoor,11.59,1:10:49,1:12:05,148.0,175.0,94.5,89.4,6.4,31.6,6:06,4:03,151,1038.0,126.20761108398438,3.5,0.0,56.0,6766754338,2021-05-12 16:04:29
2021-05-09,København Løb,outdoor,10.49,1:03:08,1:05:54,165.0,190.0,101.7,110.5,-7.0,9.6,6:01,3:33,143,1142.0,329.573974609375,5.0,2.299999952316284,56.0,6749991405,2021-05-09 15:17:13
2021-05-07,København Løb,outdoor,10.06,0:47:55,0:48:27,165.0,191.0,17.2,19.1,-7.8,0.4,4:45,3:52,157,843.0,253.1781768798828,4.400000095367432,2.200000047683716,56.0,6739170888,2021-05-07 19:43:37
2021-04-25,København Løb,outdoor,3.7,0:16:07,0:17:31,152.0,179.0,9.3,13.9,4.8,12.6,4:21,3:05,152,276.0,75.78501892089844,2.5999999046325684,0.800000011920929,55.0,6669517067,2021-04-25 13:54:43
2021-04-22,København Løb,outdoor,4.1,0:25:23,0:26:28,144.0,161.0,22.6,20.3,2.4,9.2,6:11,4:40,151,370.0,55.86079406738281,2.4000000953674316,0.0,55.0,6651652775,2021-04-22 14:47:32
2021-04-21,København Løb,outdoor,4.67,0:22:44,0:22:50,163.0,180.0,75.7,74.3,7.6,34.8,4:52,2:57,163,390.0,108.92291259765625,3.0999999046325684,0.4000000059604645,55.0,6647590346,2021-04-21 19:11:55
2021-04-18,Furesø Løb terræn,outdoor,21.23,2:14:21,2:19:39,161.0,182.0,226.7,221.6,23.4,61.6,6:19,3:26,156,2164.0,279.1873779296875,4.900000095367432,2.0999999046325684,55.0,6627396415,2021-04-18 10:31:35
2021-04-18,Furesø Løb terræn,outdoor,21.23,2:14:21,2:19:39,160.0,182.0,226.7,221.6,23.4,61.6,6:19,3:26,156,2128.0,279.1873779296875,4.599999904632568,1.2999999523162842,55.0,6627367142,2021-04-18 10:31:35
2021-04-12,København Løb,outdoor,6.08,0:29:48,0:29:49,156.0,176.0,25.0,26.0,5.8,12.8,4:54,3:46,165,481.0,109.55836486816406,3.5,0.0,55.0,6592553636,2021-04-12 09:28:41
2021-04-10,Rudersdal Løb terræn,outdoor,15.59,1:41:52,1:44:49,166.0,190.0,200.2,198.5,13.6,36.4,6:32,4:39,151,1724.0,348.5137023925781,5.0,2.200000047683716,54.0,6581029794,2021-04-10 10:41:20
2021-04-10,Rudersdal Løb terræn,outdoor,15.59,1:41:52,1:44:49,168.0,190.0,200.2,198.5,13.6,36.4,6:32,4:39,151,1720.0,348.5137023925781,5.0,2.5,54.0,6582613157,2021-04-10 10:41:20
2021-04-07,København Løb,outdoor,2.39,0:11:02,0:11:27,155.0,181.0,9.0,,103.0,113.2,4:37,3:50,159,183.0,64.93269348144531,2.700000047683716,1.399999976158142,,6565598622,2021-04-07 16:31:06
