date,event_name,distance_km,notes
2026-08-08,"St. Olavsleden (Selånger SWE to Trondheim NOR)",580,"Coast-to-coast pilgrim trail; 9-10 days self-supported with 6-8kg pack; moderately hilly with a mountain crossing at the Sweden/Norway border"
